varenummer;navn;poeng;konklusjon;date;url_aperitif
1231601;Geil Riesling Trocken 2018;85;En sødmefylt men også veldig frisk vin som tåler 3-4 år. Meget godt kjøp.;2017-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/geil-riesling-trocken-2018/330309
1241201;Espelt Quinze roures 2016;85;En god vin som tåler 3-4 år.;2015-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/espelt-quinze-roures-2016/330317
1252501;Luís Pato Informal 2014;85;En jordsmonnspreget, men ikke korkaktig karakter, og derfor mye renere utgave enn før. Tåler 6-7 år. Godt kjøp.;2014-årgang.                        Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/luis-pato-informal-2014/330396
6996001;El Gordo Del Circo Verdejo 2015;85;En moden vin som tåler 2 år. Godt kjøp.;2015-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/el-gordo-del-circo-verdejo-2015/2042389
7162801;Tamellini Extra Brut Millesimato 2010;85;En tørr og syrefrisk spumante med litt moden frukt, tåler 3-4 år. Godt kjøp.;2010-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/tamellini-extra-brut-millesimato-2010/2049985
7164101;Bouchard Les Deux Loup Coteaux Bourguignons 2015;85;En god bourgogne blanc som tåler 2-3 år. Meget godt kjøp.;2014-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/bouchard-les-deux-loup-coteaux-bourguignons-2015/2049963
7267701;Black Stallion Los Carneros Pinot Noir 2016;85;En ganske kraftig pinot med mye alkohol. Tåler 5 år.  Verd prisen.;2014-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/black-stallion-los-carneros-pinot-noir-2016/2049968
7301401;Alonso Etayo Viña Ilusión 2016;85;En god bløt og frisk rødvin som tåler 3-4 år. Meget godt kjøp.;2017-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/alonso-etayo-vina-ilusion-2016/2050024
7311701;Aroa Larossa 2016;85;En kul og innsmigrende rose som holder et år eller to. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/aroa-larossa-2016/2059579
7311901;Lisa Bunn Pinot Noir vom Löss trocken 2016;85;En leskende og god pinot som tåler 4-5 år. Godt kjøp.;2016-årgang.                        Smakt 14. desember 2018;https://www.aperitif.no/pollisten/produkt/lisa-bunn-pinot-noir-vom-loss-trocken-2016/2106143
7313501;Campo Alegre Toro 2013;85;En god vin som tåler 2-3 år. Godt kjøp.;2013-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/campo-alegre-toro-2013/2050020
7318001;Donna Olimpia Bolgheri Bianco 2016;85;En litt bitter men ok bianco som tåle r4-5 år. Verd prisen.;2015-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/donna-olimpia-bolgheri-bianco-2016/2049940
7318401;Compagniesdrift Unwooded Chardonnay 2015;85;En god billigvin som tåler 2 år. Meget godt kjøp.;2015-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/compagniesdrift-unwooded-chardonnay-2015/2049941
7324501;Loimer Brut Rosé;85;En tørr og frisk rosa musserende som tåler 3-4 år. Godt kjøp.;Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/loimer-brut-rose/2049900
7328101;Bessa Petit Enira 2014;85;En god og moden vin som tåler 5-6 år. Godt kjøp.;2011-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/bessa-petit-enira-2014/2049979
7328201;Alpha Box & Dice Kit & Kaboodle 2014;85;En kul vin som tåler 4-5 år. Vel verd prisen.;2014-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/alpha-box-dice-kit-kaboodle-2014/2059590
7328301;Bessa Enira Reserva 2014;85;En litt moden og spesiell vinstil. Tåler 4-5 år. Verd prisen.;2014-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/bessa-enira-reserva-2014/2049981
7328601;Alpha Box & Dice Zaptung 2016;85;En morsom og fruktig musserende som er best innen 3 år. Godt kjøp.;Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/alpha-box-dice-zaptung-2016/2059591
7340501;Aroa Laia 2016;85;En lett og fersk vin som tåler 2-3 år. Godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/aroa-laia-2016/2059609
7341401;Camparo Nebbiolo d'Alba 2017;85;En litt sødmefylt nebbiolo som tåler 5-6 år. Got kjøp.;2017-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/camparo-nebbiolo-d-alba-2017/2050009
7342401;Tetramythos Roditis 2017;85;En veldig god roditis-vin som tåler 3-4 år. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/tetramythos-roditis-2017/2050300
8153001;Chartron & Trebuchet Viré-Clesse 2015;85;En god åpen og ganske moden vin som tåler 3-4 år. Godt kjøp.;2015-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/chartron-trebuchet-vire-clesse-2015/2096507
8153201;Chartron & Trebuchet Chorey-les-Beaune Rouge;85;En god litt jordlig pinot som tåler 4-5 år. Godt kjøp.;2015-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/chartron-trebuchet-chorey-les-beaune-rouge/2096509
8158501;Dacasto Duilio Vianus;85;En god og fruktig arnesi som tåler 4-5 år. Verd prisen.;2017-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/dacasto-duilio-vianus/2106193
8161701;Graf von Schönborn Riesling Rheingau Trocken 2018;85;En fruktig og tørr riesling som tåler 3-4 år. Meget godt kjøp.;2016-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/graf-von-schonborn-riesling-rheingau-trocken-2018/2096578
8168001;Heinrich Rosenberg St. Laurent 2014;85;En vin som trenger mye luft og litt mer tid. Tåler 6-7 år. Verd prisen.;2014-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/heinrich-rosenberg-st-laurent-2014/2096640
8173401;Michel Gassier Viognier 2018;85;En litt mektig vin som tåler 3-4 år. Godt kjøp.;2017-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/michel-gassier-viognier-2018/2096664
8183701;Cannonball Cabernet Sauvignon;85;En moden og drikkeklar cab som er best innen 3-4 år. Verd prisen.;2014-årgang.                        Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/cannonball-cabernet-sauvignon/2106227
8202101;Dom. St. Cyr La Galoche Rosé 2018;85;En rund og lettdrikkelig rose med fin fylde som tåler 2 år. Godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-st-cyr-la-galoche-rose-2018/2106283
8209601;Donna Olimpia 1898 Costa Toscana;85;En god og leskende litt varm vin som tåler 3-4 år. Godt kjøp.;2016-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/donna-olimpia-1898-costa-toscana/2106315
8212705;Carussin Asinoi Barbera d'Asti 2016;85;En leskende og god vin som tåler 3-4 år. Meget godt kjøp.;2016-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/carussin-asinoi-barbera-d-asti-2016/2106327
8218401;Sorin Coquard Bourgogne Côtes d'Auxerre Pinot Noir;85;En leskende og fruktig pinot som tåler 3-4 år. Godt kjøp.;2015-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/sorin-coquard-bourgogne-cotes-d-auxerre-pinot-noir/2106337
8221701;Anselmo Mendes Muros Antigos Escolha;85;En god ganske smaksrik og lettdrikkelig vinho verde som tåler 3-4 år. Meget godt kjøp.;2016-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/anselmo-mendes-muros-antigos-escolha/2106344
472801;Figure Libre Maccabeo 2013;85;En ganske kraftig vin og ikke så fatpreget  som forrige årgang, tåler fem.;2012-årgang.                        Smakt 29. august 2014;https://www.aperitif.no/pollisten/produkt/figure-libre-maccabeo-2013/299451
477401;Jean-Baptiste Adam les Natures Riesling 2015;85;En god tørr riesling som tåler 3-4 år. Godt kjøp.;2016-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/jean-baptiste-adam-les-natures-riesling-2015/309032
503201;Dr. Heidemanns-Bergweiler Pinot Noir;85;En lettdrikkelig tysk pinot med karakter som tåler 3-4 år. Godt kjøp.;2016-årgang.                        Smakt 24. oktober 2018;https://www.aperitif.no/pollisten/produkt/dr-heidemanns-bergweiler-pinot-noir/2152441
508001;Messmer Schiefer Riesling Trocken 2016;85;En tørr og frisk slank riesling. Tåler 3-4 år. Godt kjøp.;2017-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/messmer-schiefer-riesling-trocken-2016/309919
511901;Gauda Abadía de San Campio Albariño 2018;85;En ekstra god utgave av denne vinen. Tåler 2-3 år. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/gauda-abadia-de-san-campio-albarino-2018/310673
522001;Nautilus Pinot Noir 2016;85;En ok litt robust pinot som tåler 4-5 år. Vel verd prisen.;2015-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/nautilus-pinot-noir-2016/310646
528301;Henri Milan Sans Soufre Ajoute 2015;85;En kul vin som tåler 4-5 år. Godt kjøp.;2015-årgang.                        Smakt 12. august 2016;https://www.aperitif.no/pollisten/produkt/henri-milan-sans-soufre-ajoute-2015/310755
540001;Naked on Roller Skates 2018;85;En god og moden vin som tåler 4-5 år likevel. Godt kjøp.;2017-årgang.                        Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/naked-on-roller-skates-2018/1945932
543801;Maison les Alexandrins Syrah Viogner 2016;85;En god og saftig syrah med fin karakter. Tåler 3-4 år. Godt kjøp.;2016-årgang.                        Smakt 15. august 2017;https://www.aperitif.no/pollisten/produkt/maison-les-alexandrins-syrah-viogner-2016/310727
549301;Quinta do Ameal Branco 2018;85;En god vin som tåler 4-5 år. Godt kjøp.;2016-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/quinta-do-ameal-branco-2018/310867
85501;Candida Frascati Superiore 2017;85;En harmonisk vin som også tåler litt mat. Best i løpet av året. Meget godt kjøp. (2005) ;Smakt 29. juni 2006;https://www.aperitif.no/pollisten/produkt/candida-frascati-superiore-2017/85930
88801;Trimbach Riesling 2016;85;En god slank og tørr vin som tåler 5-6 år. Godt kjøp.;2016-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/trimbach-riesling-2016/83897
106401;Ch. Haut-Goujon 2012;85;En god vin som holder i 5. Godt kjøp.;2011-årgang.                        Smakt  2. mars 2016;https://www.aperitif.no/pollisten/produkt/ch-haut-goujon-2012/286068
113601;Becker Landgraf Riesling Trocken 2017;85;En god og anvendelig vin for de neste tre årene. Meget godt kjøp. (2011) ;2011-årgang.                        Smakt 25. oktober 2012;https://www.aperitif.no/pollisten/produkt/becker-landgraf-riesling-trocken-2017/286099
117601;Zaccagnini Montepulciano d´Abruzzo Riserva 2013;85;En litt tørr men også stofflig vin som tåler 4-5 år. Godt kjøp.;2013-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/zaccagnini-montepulciano-d-abruzzo-riserva-2013/308666
125201;Noble Vines 446 Chardonnay Single Vineyard 2017;85;En god og folkelig chardonnay som er best innen 2 år. Godt kjøp.;2014-årgang.                        Smakt 30. mai 2016;https://www.aperitif.no/pollisten/produkt/noble-vines-446-chardonnay-single-vineyard-2017/308710
125301;Marcel Pierre Champagne Brut;85;En god billigchampagne som tåler 4-5 år. Godt kjøp.;Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/marcel-pierre-champagne-brut/286118
146101;Johannisberg S Riesling Kabinett Feinherb 2017;85;En relativt tørr feinherb som er best innen 4-5 år. Godt kjøp.;2017-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/johannisberg-s-riesling-kabinett-feinherb-2017/308884
152601;Joseph Drouhin Laforêt Bourgogne Chardonnay 2016;85;En god vin som tåler 3-4 år. Godt kjøp.;2016-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/joseph-drouhin-laforet-bourgogne-chardonnay-2016/85061
170501;Montecillo Crianza 2015;85;En god og leskende crianza med balansert eik som tåler 4-5 år. Meget godt kjøp.;2015-årgang.                        Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/montecillo-crianza-2015/1945626
257201;Smalhans rødvin 2017;85;En god vin for de neste to årene. Meget godt kjøp. (2011) ;2011-årgang.                        Smakt 24. januar 2013;https://www.aperitif.no/pollisten/produkt/smalhans-rodvin-2017/296843
258101;Penfolds Koonunga Hill Chardonnay 2018;85;En god og fruktig chardonnay som ter bedre enn forrige årgang og som tåler 3-4 år. Meget godt kjøp.;2015-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/penfolds-koonunga-hill-chardonnay-2018/83350
283101;Hugel Pinot Blanc Cuvée les Amours 2014;85;En rund og ganske smaksrik pinot blanc som tåler 4-5 år. Godt kjøp.;2015-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/hugel-pinot-blanc-cuvee-les-amours-2014/83650
67901;Campo Viejo Crianza 2016;85;En veldig vellaget rimelig Rioja. Best innen to-tre år. Meget godt kjøp. 85 p (2005) (Ukens vin - 09.01.08);Smakt 24. juni 2015;https://www.aperitif.no/pollisten/produkt/campo-viejo-crianza-2016/80688
68501;Faustino V Reserva 2016;85;En god vin for de neste 6-7. (2008) ;Smakt 30. oktober 2014;https://www.aperitif.no/pollisten/produkt/faustino-v-reserva-2016/80758
7373601;Caballero de Olmedo Verdejo 2017;85;En god og fruktig verdejo som tåler 2-3 år. Meget godt kjøp.;2017-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/caballero-de-olmedo-verdejo-2017/2059678
7406001;Creation Chardonnay 2017;85;En god lett eikepreget vin som tåler 4-5 år. Verd prisen.;2016-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/creation-chardonnay-2017/2068017
7408101;Dom. Antugnac Côté Pierre Lys Pinot Noir 2016;85;En ganske fersk rødvin som tåler 4-5 år. Godt kjøp.;2016-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/dom-antugnac-cote-pierre-lys-pinot-noir-2016/2059549
7408301;Dom. Antugnac Les Grands Penchants Chardonnay 2018;85;En god og fruktig lett sødmefylt chardonnay som tåler 3-4 år. Meget godt kjøp.;2018-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/dom-antugnac-les-grands-penchants-chardonnay-2018/2059550
7408601;Lafage Miraflors 2018;85;En frisk og fruktig rose som tåler 2-3 år. Mege godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/lafage-miraflors-2018/2059832
7424901;Pares Balta Cava Pink Brut;85;En god cavarose som tåler 2 år. Meget godt kjøp.;Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/pares-balta-cava-pink-brut/2059546
7425301;La Trucha Albariño 2017;85;En god og smaksrik albarino i den fruktige stilen. Tåler 3-4 år. Verd prisen.;2016-årgang.                        Smakt 12. august 2018;https://www.aperitif.no/pollisten/produkt/la-trucha-albarino-2017/2059894
6996001;El Gordo Del Circo Verdejo 2015;85;En moden vin som tåler 2 år. Godt kjøp.;2015-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/el-gordo-del-circo-verdejo-2015/2042389
7162801;Tamellini Extra Brut Millesimato 2010;85;En tørr og syrefrisk spumante med litt moden frukt, tåler 3-4 år. Godt kjøp.;2010-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/tamellini-extra-brut-millesimato-2010/2049985
7164101;Bouchard Les Deux Loup Coteaux Bourguignons 2015;85;En god bourgogne blanc som tåler 2-3 år. Meget godt kjøp.;2014-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/bouchard-les-deux-loup-coteaux-bourguignons-2015/2049963
7267701;Black Stallion Los Carneros Pinot Noir 2016;85;En ganske kraftig pinot med mye alkohol. Tåler 5 år.  Verd prisen.;2014-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/black-stallion-los-carneros-pinot-noir-2016/2049968
7301401;Alonso Etayo Viña Ilusión 2016;85;En god bløt og frisk rødvin som tåler 3-4 år. Meget godt kjøp.;2017-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/alonso-etayo-vina-ilusion-2016/2050024
7311701;Aroa Larossa 2016;85;En kul og innsmigrende rose som holder et år eller to. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/aroa-larossa-2016/2059579
7311901;Lisa Bunn Pinot Noir vom Löss trocken 2016;85;En leskende og god pinot som tåler 4-5 år. Godt kjøp.;2016-årgang.                        Smakt 14. desember 2018;https://www.aperitif.no/pollisten/produkt/lisa-bunn-pinot-noir-vom-loss-trocken-2016/2106143
7313501;Campo Alegre Toro 2013;85;En god vin som tåler 2-3 år. Godt kjøp.;2013-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/campo-alegre-toro-2013/2050020
7318001;Donna Olimpia Bolgheri Bianco 2016;85;En litt bitter men ok bianco som tåle r4-5 år. Verd prisen.;2015-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/donna-olimpia-bolgheri-bianco-2016/2049940
7318401;Compagniesdrift Unwooded Chardonnay 2015;85;En god billigvin som tåler 2 år. Meget godt kjøp.;2015-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/compagniesdrift-unwooded-chardonnay-2015/2049941
7324501;Loimer Brut Rosé;85;En tørr og frisk rosa musserende som tåler 3-4 år. Godt kjøp.;Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/loimer-brut-rose/2049900
7328101;Bessa Petit Enira 2014;85;En god og moden vin som tåler 5-6 år. Godt kjøp.;2011-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/bessa-petit-enira-2014/2049979
7328201;Alpha Box & Dice Kit & Kaboodle 2014;85;En kul vin som tåler 4-5 år. Vel verd prisen.;2014-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/alpha-box-dice-kit-kaboodle-2014/2059590
7328301;Bessa Enira Reserva 2014;85;En litt moden og spesiell vinstil. Tåler 4-5 år. Verd prisen.;2014-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/bessa-enira-reserva-2014/2049981
7328601;Alpha Box & Dice Zaptung 2016;85;En morsom og fruktig musserende som er best innen 3 år. Godt kjøp.;Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/alpha-box-dice-zaptung-2016/2059591
7340501;Aroa Laia 2016;85;En lett og fersk vin som tåler 2-3 år. Godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/aroa-laia-2016/2059609
7341401;Camparo Nebbiolo d'Alba 2017;85;En litt sødmefylt nebbiolo som tåler 5-6 år. Got kjøp.;2017-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/camparo-nebbiolo-d-alba-2017/2050009
7342401;Tetramythos Roditis 2017;85;En veldig god roditis-vin som tåler 3-4 år. Meget godt kjøp.;2016-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/tetramythos-roditis-2017/2050300
7612901;Girault Sancerre Le Grand Moulin Rosé 2017;85;En leskende og lett rose. Litt tørr. Tåler 2-3 år. Verd prisen.;2017-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/girault-sancerre-le-grand-moulin-rose-2017/2059498
7616801;La Cappuccina Monte Stelle Soave Classico 2017;85;En god og fruktig soave med karakter. Tåler 3-4 år. Meget godt kjøp.;2016-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/la-cappuccina-monte-stelle-soave-classico-2017/2059270
7617101;Bonnet-Huteau Muscadet Sèvre et Maine sur Lie Les Dabinières 2017;85;En god og fersk vin som tåler 3-4 år. Meget godt kjøp.;2016-årgang.                        Smakt 15. august 2017;https://www.aperitif.no/pollisten/produkt/bonnet-huteau-muscadet-sevre-et-maine-sur-lie-les-dabinieres-2017/2059240
7631201;Alessandro Veglio Langhe Nebbiolo 2016;85;En syrefrisk og leskende langhe nabbiolo som er best innen 3-4 år. Verd prisen.;2014-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/alessandro-veglio-langhe-nebbiolo-2016/2060052
7631901;Leeuwenkuil Cinsault 2016;85;En god og saftig vin som tåler 3-4 år. Godt kjøp.;2016-årgang.                        Smakt 29. juni 2017;https://www.aperitif.no/pollisten/produkt/leeuwenkuil-cinsault-2016/2067906
7640801;Dom. Les Fumées Blanches Sauvignon Blanc 2018;85;En god vin som tåler 3 år. Meget godt kjøp.;2017-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/dom-les-fumees-blanches-sauvignon-blanc-2018/2068047
7651401;Guntrum Niersteiner Riesling Trocken 2016;85;En fruktig og rund riesling med god syre, tåler 5-6 år. Godt kjøp.;2016-årgang.                        Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/guntrum-niersteiner-riesling-trocken-2016/2059736
7652801;Orsogna Puro Zero Linfae Primitivo 2018;85;En rund og lett sødmefylt men også smaksrik rødvin som tåler 3-4 år. Godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/orsogna-puro-zero-linfae-primitivo-2018/2060135
7657101;Tsantalis Kanenas Chardonnay 2017;85;En god og fruktig hvitvin som tåler 2-3 år. Meget godt kjøp.;2016-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/tsantalis-kanenas-chardonnay-2017/2068015
7658001;Sétt Vino Rosato;85;En jordsmonnspreget og rødvinsaktig rose som tåler 2 år. Godt kjøp.;2017-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/sett-vino-rosato/2068059
4762801;Hirsch Grüner Veltliner 2017;85;En veldig innbydende og lettdrikkelig vin, men totalt ukomplisert. Best innen et år. Godt kjøp. 85 p (2006) ;2006-årgang.                        Smakt 15. august 2007;https://www.aperitif.no/pollisten/produkt/hirsch-gruner-veltliner-2017/88487
4775101;Terres d'Orb 2016;85;En veldig god og representativ vin som tåler 4-5 år. Meget godt kjøp.;2016-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/terres-d-orb-2016/74562
4813301;Louis Jadot Beaujolais Villages 2018;85;En god og fruktig gamay som tåler 4-5 år. Meget godt kjøp.;2018-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/louis-jadot-beaujolais-villages-2018/73576
4820401;Dom. Montrose 2018;85;En leskende og god rosevin som tåler 2 år. Meget godt kjøp.;2018-årgang.                        Smakt 14. desember 2018;https://www.aperitif.no/pollisten/produkt/dom-montrose-2018/68502
4833301;Joseph Drouhin Mâcon Villages 2018;85;En lettdrikkelig vin som er best innen 3 år. Godt kjøp.;2015-årgang.                        Smakt 26. januar 2017;https://www.aperitif.no/pollisten/produkt/joseph-drouhin-macon-villages-2018/85019
4837501;Quinta de Saes Rose' 2017;85;En god og seriøs rose som tåler 3-4 år. Meget godt kjøp.;2017-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/quinta-de-saes-rose-2017/68677
4842801;Fritz Haag Riesling Trocken 2018;85;En fruktig og ganske tørr fersk riesling som tåler 3-4 år. Godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/fritz-haag-riesling-trocken-2018/87104
4850001;Manzone La Serra Barbera d'Alba 2013;85;En litt varm barbera som tåler 3-4 år. Verd prisen.;2016-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/manzone-la-serra-barbera-d-alba-2013/1948870
4873001;Ad Astra Maremma Toscana 2013;85;En litt tørr vin som tåler 8. Vel verd prisen.;2013-årgang.                        Smakt 26. februar 2016;https://www.aperitif.no/pollisten/produkt/ad-astra-maremma-toscana-2013/77672
4878001;Quinta da Carvalhosa Ardosino Q 2008;85;En fyldig og litt moden, men fortsatt holdbar vin. Meget godt kjøp.;2009-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/quinta-da-carvalhosa-ardosino-q-2008/79664
4907701;Fosso della Rosa Mosto Parzialmente Fermentato 2015;85;En veldig lettlikendes vin som er best i år. Meget godt kjøp. 85 p (2006) ;2006-årgang.                        Smakt 26. mai 2007;https://www.aperitif.no/pollisten/produkt/fosso-della-rosa-mosto-parzialmente-fermentato-2015/76551
4910401;Luis Pato Maria Gomes Bruto 2014;85;En kul musserende vin. Tåler 3-4. Meget godt kjøp. (2012) ;Smakt 28. april 2014;https://www.aperitif.no/pollisten/produkt/luis-pato-maria-gomes-bruto-2014/89069
4918001;Lomond Pincushion Sauvignon Blanc 2012;85;En svært aromatisk, men litt varm vin for de neste to årene. Vel verd prisen. (2012) ;2012-årgang.                        Smakt 16. juni 2014;https://www.aperitif.no/pollisten/produkt/lomond-pincushion-sauvignon-blanc-2012/86869
4930601;Col d'Orcia Banditella Rosso di Montalcino 2014;85;En litt årgangspreget vin som tåler 5-6 år. Verd prisen.;2014-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/col-d-orcia-banditella-rosso-di-montalcino-2014/1948904
4931301;Fontanafredda Roero Arneis Pradalupo 2017;85;En fruktig og innsmigrende hvitvin som tåler 3-4 år. Godt kjøp.;2017-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/fontanafredda-roero-arneis-pradalupo-2017/86006
4963201;Grans Moments Brut Nature;85;En veldig ren tørr og frisk billigcava. Tåler fint 3-4 år. Meget godt kjøp.;Smakt 14. mai 2018;https://www.aperitif.no/pollisten/produkt/grans-moments-brut-nature/89986
4992201;Carussin Asinoi Barbera d'Asti 2018;85;En herlig ungdommelig og fersk rødvin som tler 2-3 r. Meget godt kjøp.;Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/carussin-asinoi-barbera-d-asti-2018/76359
5307701;Jean-Marc Brocard Petit Chablis 2018;85;En god og fruktig petit chablis som tåler 4-5 år. Godt kjøp.;2018-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/jean-marc-brocard-petit-chablis-2018/2011449
5308501;Argiolas Vermentino 2018;85;En tørr og frisk vermentino som tåler 2 år. Godt kjøp.;2017-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/argiolas-vermentino-2018/2020685
5312101;Wongraven Alleanza Langhe Rosso 2018;85;En robust lett jordlig men også frisk barbera som tåler 4-5 år. Meget godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/wongraven-alleanza-langhe-rosso-2018/233343
5334401;Verrocchio Amarone della Valpolicella Classico 2015;85;En leskende og ren vin, men dette er ikke amarone. Tåler 5-6 år. Verd prisen.;2014-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/verrocchio-amarone-della-valpolicella-classico-2015/313225
